##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_003722155.1	PRJNA224116	SAMN10345419	RJJF00000000.1	na	51203	51203	Methanohalophilus euhalobius	strain=DSM 10369	na	latest	Contig	Major	Full	2018-11-12	ASM372215v1	King Abdullah University of Science and Technology (KAUST)	GCA_003722155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/155/GCF_003722155.1_ASM372215v1	na	na	na	haploid	archaea	1870534	1870534	42.500000	0	21	21	NCBI RefSeq	GCF_003722155.1-RS_2025_12_02	2025-12-02	2049	1951	53	na
GCF_004340645.1	PRJNA224116	SAMN08777283	SMMS00000000.1	reference genome	51203	51203	Methanohalophilus euhalobius	strain=WG1_MB	na	latest	Contig	Major	Full	2019-03-11	ASM434064v1	DOE Joint Genome Institute	GCA_004340645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/340/645/GCF_004340645.1_ASM434064v1	na	na	na	haploid	archaea	1978025	1978025	42.000000	0	1	1	NCBI RefSeq	GCF_004340645.1-RS_2025_11_21	2025-11-21	2168	2061	60	na
GCF_900215215.1	PRJNA224116	SAMN06295989	OBDR00000000.1	na	51203	51203	Methanohalophilus euhalobius	strain=WG-1MB	na	latest	Contig	Major	Full	2017-09-21	IMG-taxon 2703719067 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900215215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/215/215/GCF_900215215.1_IMG-taxon_2703719067_annotated_assembly	na	na	na	haploid	archaea	1940298	1940298	42.000000	0	27	27	NCBI RefSeq	GCF_900215215.1-RS_2024_10_22	2024-10-22	2120	2016	55	na
GCF_004150385.1	PRJNA224116	SAMN10644066	RZIG00000000.1	na	51589	51589	Haloarcula hispanica	strain=18.1	na	latest	Scaffold	Major	Full	2019-02-07	ASM415038v1	LMBA	GCA_004150385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/150/385/GCF_004150385.1_ASM415038v1	na	na	na	haploid	archaea	3589827	3572369	62.500000	0	7	245	NCBI RefSeq	GCF_004150385.1-RS_2024_10_23	2024-10-23	3802	3554	50	na
GCF_008729095.1	PRJNA224116	SAMN10411032	RQWK00000000.1	na	51589	51589	Haloarcula hispanica	strain=CBA1121	na	latest	Contig	Major	Full	2019-09-30	ASM872909v1	World Institute of Kimchi	GCA_008729095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/729/095/GCF_008729095.1_ASM872909v1	na	na	na	haploid	archaea	3896891	3896891	62.500000	0	5	5	NCBI RefSeq	GCF_008729095.1-RS_2024_10_23	2024-10-23	3932	3827	58	na
GCF_022807515.1	PRJNA224116	SAMN18082610	JAFKAA000000000.1	na	51589	51589	Haloarcula hispanica	strain=1.8	na	latest	Scaffold	Major	Full	2022-04-01	ASM2280751v1	LMBA	GCA_022807515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/807/515/GCF_022807515.1_ASM2280751v1	na	na	na	haploid	archaea	3589827	3572369	62.500000	0	7	245	NCBI RefSeq	GCF_022807515.1-RS_2025_04_15	2025-04-15	3817	3570	51	na
GCF_039545215.1	PRJNA224116	SAMD00540181	BAABRG000000000.1	na	51589	51589	Haloarcula hispanica	strain=NBRC 102182	na	latest	Contig	Major	Full	2024-03-26	ASM3954521v1	Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	GCA_039545215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/545/215/GCF_039545215.1_ASM3954521v1	na	assembly from type material	na	haploid	archaea	3890693	3890693	62.500000	0	14	14	NCBI RefSeq	GCF_039545215.1-RS_2025_05_10	2025-05-10	3961	3838	60	na
GCF_902209435.1	PRJNA224116	SAMEA5841876	CABITY000000000.1	na	51589	51589	Haloarcula hispanica	na	KTF12	latest	Contig	Major	Full	2019-08-06	Katie-F-Assembly-1	University of York	GCA_902209435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/209/435/GCF_902209435.1_Katie-F-Assembly-1	na	na	na	haploid	archaea	3948311	3948311	62.500000	0	43	43	NCBI RefSeq	GCF_902209435.1-RS_2024_10_23	2024-10-23	4031	3914	61	na
GCF_038727035.1	PRJNA224116	SAMN36036931	JAVYWQ000000000.1	na	51678	51678	Desulfurococcus sp.	na	DRTY-2_202007_bins_7	latest	Scaffold	Major	Full	2024-04-29	ASM3872703v1	The University of Texas at Austin	GCA_038727035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/727/035/GCF_038727035.1_ASM3872703v1	derived from metagenome	na	na	haploid	archaea	1512478	1512283	45.000000	0	26	28	NCBI RefSeq	GCF_038727035.1-RS_2024_11_20	2024-11-20	1670	1590	54	38744885
GCF_038728645.1	PRJNA224116	SAMN36036851	JAVYTO000000000.1	na	51678	51678	Desulfurococcus sp.	na	DRTY-2_201901_bins_22	latest	Scaffold	Major	Full	2024-04-29	ASM3872864v1	The University of Texas at Austin	GCA_038728645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/728/645/GCF_038728645.1_ASM3872864v1	derived from metagenome	na	na	haploid	archaea	1319535	1316497	45.500000	0	23	54	NCBI RefSeq	GCF_038728645.1-RS_2024_11_20	2024-11-20	1494	1418	47	38744885
GCF_038731415.1	PRJNA224116	SAMN36036779	JAVYQU000000000.1	na	51678	51678	Desulfurococcus sp.	na	DRTY-1_201901_bins_9	latest	Scaffold	Major	Full	2024-04-29	ASM3873141v1	The University of Texas at Austin	GCA_038731415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/731/415/GCF_038731415.1_ASM3873141v1	derived from metagenome	na	na	haploid	archaea	1479126	1477178	45.000000	0	20	40	NCBI RefSeq	GCF_038731415.1-RS_2025_09_14	2025-09-14	1654	1580	53	38744885
GCF_038735195.1	PRJNA224116	SAMN36036702	JAVYNV000000000.1	na	51678	51678	Desulfurococcus sp.	na	DRTY-1_201705_bins_11	latest	Scaffold	Major	Full	2024-04-29	ASM3873519v1	The University of Texas at Austin	GCA_038735195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/735/195/GCF_038735195.1_ASM3873519v1	derived from metagenome	na	na	haploid	archaea	1385549	1385008	45.000000	0	32	63	NCBI RefSeq	GCF_038735195.1-RS_2024_11_20	2024-11-20	1572	1482	47	38744885
GCF_038879055.1	PRJNA224116	SAMN36037549	JAVZUK000000000.1	na	51678	51678	Desulfurococcus sp.	na	DRTY-8_201808_bins_15	latest	Scaffold	Major	Full	2024-04-30	ASM3887905v1	The University of Texas at Austin	GCA_038879055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/879/055/GCF_038879055.1_ASM3887905v1	derived from metagenome	na	na	haploid	archaea	1556795	1554978	45.000000	0	32	51	NCBI RefSeq	GCF_038879055.1-RS_2024_11_20	2024-11-20	1746	1661	52	38744885
GCF_038881575.1	PRJNA224116	SAMN36037422	JAVZPN000000000.1	na	51678	51678	Desulfurococcus sp.	na	DRTY-7_201601_bins_7	latest	Scaffold	Major	Full	2024-04-30	ASM3888157v1	The University of Texas at Austin	GCA_038881575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/881/575/GCF_038881575.1_ASM3888157v1	derived from metagenome	na	na	haploid	archaea	1634277	1631940	45.000000	0	22	46	NCBI RefSeq	GCF_038881575.1-RS_2024_11_20	2024-11-20	1792	1711	54	38744885
GCF_049970475.1	PRJNA224116	SAMN47003181	JBMFMW000000000.1	na	51678	51678	Desulfurococcus sp.	na	KM4337-31	latest	Scaffold	Major	Full	2025-04-28	ASM4997047v1	Research Center of Biotechnology RAS	GCA_049970475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/970/475/GCF_049970475.1_ASM4997047v1	derived from metagenome	na	na	haploid	archaea	1225920	1225790	45.000000	0	164	168	NCBI RefSeq	GCF_049970475.1-RS_2025_05_14	2025-05-14	1405	1315	39	na
GCF_001592435.1	PRJNA224116	SAMN03324162	na	reference genome	53952	53952	Thermococcus peptonophilus	strain=OG-1	na	latest	Complete Genome	Major	Full	2016-03-15	ASM159243v1	Ecole Normale Superieure de Lyon	GCA_001592435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/435/GCF_001592435.1_ASM159243v1	na	assembly from type material	na	haploid	archaea	1896106	1896106	51.500000	2	2	2	NCBI RefSeq	GCF_001592435.1-RS_2025_11_21	2025-11-21	2106	2029	52	na
GCF_013329775.1	PRJNA224116	SAMN13193041	DUJN00000000.1	na	53953	53953	Pyrococcus horikoshii	na	UBA8834	latest	Scaffold	Major	Full	2020-06-11	ASM1332977v1	The University of Queensland	GCA_013329775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/329/775/GCF_013329775.1_ASM1332977v1	derived from metagenome	na	na	haploid	archaea	1724643	1724298	42.000000	0	8	11	NCBI RefSeq	GCF_013329775.1-RS_2025_05_01	2025-05-01	1918	1840	58	na
GCF_002214465.1	PRJNA224116	SAMN03324153	na	reference genome	54077	54077	Thermococcus barossii	strain=SHCK-94	na	latest	Complete Genome	Major	Full	2017-07-05	ASM221446v1	Ecole Normale Superieure de Lyon	GCA_002214465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/465/GCF_002214465.1_ASM221446v1	na	assembly from type material	na	haploid	archaea	1922421	1922421	54.500000	1	1	1	NCBI RefSeq	GCF_002214465.1-RS_2025_11_21	2025-11-21	2092	2032	52	na
GCF_965227985.1	PRJNA224116	SAMEA117820588	na	na	54120	54120	Methanolacinia petrolearia	na	5553be1b-f3aa-477c-a50a-baba7c0638a1	latest	Complete Genome	Major	Full	2025-04-04	piPlaSped1.Methanolacinia_petrolearia_1.1	WELLCOME SANGER INSTITUTE	GCA_965227985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/227/985/GCF_965227985.1_piPlaSped1.Methanolacinia_petrolearia_1.1	derived from metagenome	na	na	haploid	archaea	2467984	2467984	47.500000	1	1	1	NCBI RefSeq	GCF_965227985.1-RS_2025_04_03	2025-04-03	2793	2640	57	na
GCF_049414585.1	PRJNA224116	SAMN44752218	JBMSAT000000000.1	na	54254	54254	Thermosphaera aggregans	na	Thermosphaera_aggregans-CON-C-r01	latest	Contig	Major	Full	2025-04-09	ASM4941458v1	Montana State University	GCA_049414585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/414/585/GCF_049414585.1_ASM4941458v1	derived from metagenome	na	na	haploid	archaea	1436481	1436481	47.000000	0	47	47	NCBI RefSeq	GCF_049414585.1-RS_2025_04_17	2025-04-17	1680	1586	53	na
GCF_036323395.1	PRJNA224116	SAMD00639620	na	reference genome	54256	54256	Pyrodictium abyssi	strain=AV2	na	latest	Complete Genome	Major	Full	2023-09-14	ASM3632339v1	Kyoto University	GCA_036323395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/323/395/GCF_036323395.1_ASM3632339v1	na	assembly from type material	na	haploid	archaea	2224219	2224219	59.000000	1	1	1	NCBI RefSeq	GCF_036323395.1-RS_2025_04_02	2025-04-02	2452	2388	51	na
GCF_002214605.1	PRJNA224116	SAMN03324156	na	reference genome	54262	54262	Thermococcus chitonophagus	strain=GC74	na	latest	Complete Genome	Major	Full	2017-07-05	ASM221460v1	Ecole Normale Superieure de Lyon	GCA_002214605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/605/GCF_002214605.1_ASM221460v1	na	assembly from type material	na	haploid	archaea	1961979	1961979	45.000000	1	1	1	NCBI RefSeq	GCF_002214605.1-RS_2025_11_20	2025-11-20	2223	2142	54	na
GCF_900012635.1	PRJNA224116	SAMEA3721282	na	na	54262	54262	Thermococcus chitonophagus	na	1	latest	Complete Genome	Major	Full	2016-04-15	Pyrococcus chitonophagus genome sequence	University of Athens	GCA_900012635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/012/635/GCF_900012635.1_Pyrococcus_chitonophagus_genome_sequence	na	na	na	haploid	archaea	1969648	1969648	45.000000	1	1	1	NCBI RefSeq	GCF_900012635.1-RS_2024_10_22	2024-10-22	2232	2152	54	na
GCF_001639265.1	PRJNA224116	SAMN04867340	LWMT00000000.1	reference genome	55758	55758	Methanobrevibacter filiformis	strain=DSM 11501	na	latest	Contig	Major	Full	2016-04-29	ASM163926v1	Goettingen Genomics Laboratory	GCA_001639265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/265/GCF_001639265.1_ASM163926v1	na	assembly from type material	na	haploid	archaea	2606143	2606143	27.000000	0	295	295	NCBI RefSeq	GCF_001639265.1-RS_2025_11_21	2025-11-21	2058	1966	43	na
GCF_001433455.1	PRJNA224116	SAMN03324231	na	na	55802	55802	Thermococcus barophilus	strain=CH5	na	latest	Complete Genome	Major	Full	2015-11-05	ASM143345v1	Ecole Normale Superieure de Lyon	GCA_001433455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/455/GCF_001433455.1_ASM143345v1	na	na	na	haploid	archaea	2388527	2388527	42.000000	1	1	1	NCBI RefSeq	GCF_001433455.1-RS_2024_10_22	2024-10-22	2682	2598	53	26769929
GCF_004323575.1	PRJNA224116	SAMD00074121	BDMD00000000.1	na	56636	56636	Aeropyrum pernix	strain=YK1-12-2013	na	latest	Scaffold	Major	Full	2019-01-18	ASM432357v1	Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University	GCA_004323575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/575/GCF_004323575.1_ASM432357v1	na	na	na	haploid	archaea	1601052	1600996	56.500000	0	144	148	NCBI RefSeq	GCF_004323575.1-RS_2025_09_09	2025-09-09	1772	1672	57	na
GCF_003992375.1	PRJNA224116	SAMN10653470	RZNE00000000.1	na	57705	57705	Halomicrobium mukohataei	strain=ZP12-2	na	latest	Contig	Major	Full	2019-01-04	ASM399237v1	Jiangsu University	GCA_003992375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/992/375/GCF_003992375.1_ASM399237v1	na	na	na	haploid	archaea	3316667	3316667	65.500000	0	25	25	NCBI RefSeq	GCF_003992375.1-RS_2025_11_20	2025-11-20	3455	3323	56	na
GCF_004803735.1	PRJNA224116	SAMN11349655	na	na	57705	57705	Halomicrobium mukohataei	strain=JP60	na	latest	Complete Genome	Major	Full	2019-04-23	ASM480373v1	Jiangsu University	GCA_004803735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/735/GCF_004803735.1_ASM480373v1	na	na	na	haploid	archaea	3316057	3316057	65.500000	2	2	2	NCBI RefSeq	GCF_004803735.1-RS_2024_10_23	2024-10-23	3419	3291	58	na
GCF_012726095.1	PRJNA224116	SAMN13475456	WOYG00000000.1	na	57705	57705	Halomicrobium mukohataei	strain=pws1	na	latest	Scaffold	Major	Full	2020-04-23	ASM1272609v1	CSIR-Institue of Microbial Technology	GCA_012726095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/726/095/GCF_012726095.1_ASM1272609v1	na	na	na	haploid	archaea	3395844	3394299	65.500000	0	3	27	NCBI RefSeq	GCF_012726095.1-RS_2025_06_01	2025-06-01	3552	3437	56	na
GCF_002813655.1	PRJNA224116	SAMN05928840	na	na	59277	59277	Methanobacterium subterraneum	strain=MO-MB1	na	latest	Complete Genome	Major	Full	2017-12-07	ASM281365v1	Japan Agency for Marine-Earth Science and technology	GCA_002813655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/655/GCF_002813655.1_ASM281365v1	na	na	na	haploid	archaea	2506225	2506225	39.500000	1	1	1	NCBI RefSeq	GCF_002813655.1-RS_2024_10_22	2024-10-22	2505	2415	52	na
GCF_002813695.1	PRJNA224116	SAMN05928842	na	reference genome	59277	59277	Methanobacterium subterraneum	strain=A8p	na	latest	Complete Genome	Major	Full	2017-12-07	ASM281369v1	Japan Agency for Marine-Earth Science and technology	GCA_002813695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/695/GCF_002813695.1_ASM281369v1	na	assembly from type material	na	haploid	archaea	2515817	2515817	39.500000	1	1	1	NCBI RefSeq	GCF_002813695.1-RS_2025_11_30	2025-11-30	2485	2412	52	na
GCF_012933645.1	PRJNA224116	SAMN14610208	JABBYL000000000.1	na	59277	59277	Methanobacterium subterraneum	na	HO_2020	latest	Contig	Major	Full	2020-04-29	ASM1293364v1	Radboud University	GCA_012933645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/933/645/GCF_012933645.1_ASM1293364v1	na	na	na	haploid	archaea	2372968	2372968	40.000000	0	40	40	NCBI RefSeq	GCF_012933645.1-RS_2025_05_03	2025-05-03	2367	2308	48	na
GCF_004150395.1	PRJNA224116	SAMN10643321	RZHH00000000.1	na	60847	60847	Halogeometricum borinquense	strain=N11	na	latest	Scaffold	Major	Full	2019-02-07	ASM415039v1	LMBA	GCA_004150395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/150/395/GCF_004150395.1_ASM415039v1	na	na	na	haploid	archaea	4001775	3993819	60.000000	0	12	176	NCBI RefSeq	GCF_004150395.1-RS_2024_10_23	2024-10-23	4131	3931	55	na
GCF_010692885.1	PRJNA224116	SAMN14053718	na	na	60847	60847	Halogeometricum borinquense	strain=wsp4	na	latest	Complete Genome	Major	Full	2020-02-18	ASM1069288v1	CSIR-Institue of Microbial Technology	GCA_010692885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/692/885/GCF_010692885.1_ASM1069288v1	na	na	na	haploid	archaea	3994321	3994321	59.500000	1	1	1	NCBI RefSeq	GCF_010692885.1-RS_2025_05_05	2025-05-05	4063	3930	57	na
GCF_040679015.1	PRJNA224116	SAMN37881090	JAXCMF000000000.1	na	60847	60847	Halogeometricum borinquense	strain=E3	na	latest	Contig	Major	Full	2024-07-12	ASM4067901v1	BITS Goa campus	GCA_040679015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/679/015/GCF_040679015.1_ASM4067901v1	na	na	na	haploid	archaea	4000899	4000899	60.000000	0	28	28	NCBI RefSeq	GCF_040679015.1-RS_2025_04_07	2025-04-07	4051	3914	57	39215047
GCF_004799645.1	PRJNA224116	SAMN09711300	na	reference genome	61858	61858	Natronorubrum bangense	strain=JCM 10635	na	latest	Complete Genome	Major	Full	2019-04-18	ASM479964v1	Wuhan University	GCA_004799645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/799/645/GCF_004799645.1_ASM479964v1	na	assembly from type material	na	haploid	archaea	4382412	4382412	60.500000	5	5	5	NCBI RefSeq	GCF_004799645.1-RS_2025_11_21	2025-11-21	4365	4198	83	30975999
GCF_052598275.1	PRJNA224116	SAMN51184169	JBQWSP000000000.1	na	62319	62319	Halococcus saccharolyticus	strain=P423	na	latest	Complete Genome	Major	Full	2025-09-13	ASM5259827v1	Binomica Labs	GCA_052598275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/598/275/GCF_052598275.1_ASM5259827v1	na	na	na	haploid	archaea	3453208	3453208	64.000000	2	2	2	NCBI RefSeq	GCF_052598275.1-RS_2025_09_14	2025-09-14	3548	3446	54	na
GCF_014646535.1	PRJNA224116	SAMD00245221	BMNL00000000.1	reference genome	62609	62609	Thermocladium modestius	strain=JCM 10088	na	latest	Scaffold	Major	Full	2020-09-11	ASM1464653v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014646535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/646/535/GCF_014646535.1_ASM1464653v1	na	assembly from type material	na	haploid	archaea	1938654	1935722	52.500000	0	58	92	NCBI RefSeq	GCF_014646535.1-RS_2025_05_03	2025-05-03	1954	1888	47	30832757
GCF_900188065.1	PRJNA224116	SAMN06264855	FZNQ00000000.1	reference genome	63740	63740	Halorubrum vacuolatum	strain=DSM 8800	na	latest	Contig	Major	Full	2017-07-16	IMG-taxon 2724679803 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900188065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/065/GCF_900188065.1_IMG-taxon_2724679803_annotated_assembly	na	assembly from type material	na	haploid	archaea	3477860	3477860	63.000000	0	72	72	NCBI RefSeq	GCF_900188065.1-RS_2025_11_21	2025-11-21	3433	3266	66	na
GCF_000006805.1	PRJNA224116	SAMN02604216	na	na	64091	2242	Halobacterium salinarum NRC-1	strain=NRC-1; ATCC 700922	na	latest	Complete Genome	Major	Full	2001-09-27	ASM680v1	University of Maryland	GCA_000006805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/805/GCF_000006805.1_ASM680v1	na	na	na	haploid	archaea	2571010	2571010	66.000000	3	3	3	NCBI RefSeq	GCF_000006805.1-RS_2025_04_07	2025-04-07	2759	2647	52	1398080;1864501;2050644;2552415;3448465;8002589;8335077;8335618;8423144;9847077;11016950
GCF_001639275.1	PRJNA224116	SAMN04867341	LWMU00000000.1	na	66851	66851	Methanobrevibacter oralis	strain=DSM 7256	na	latest	Contig	Major	Full	2016-04-29	ASM163927v1	Goettingen Genomics Laboratory	GCA_001639275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/275/GCF_001639275.1_ASM163927v1	na	assembly from type material	na	haploid	archaea	2140433	2140433	27.500000	0	136	136	NCBI RefSeq	GCF_001639275.1-RS_2025_12_02	2025-12-02	2093	2009	39	na
GCF_900289035.1	PRJNA224116	SAMEA104570764	OKQL00000000.1	na	66851	66851	Methanobrevibacter oralis	strain=M2 CSUR P5920	na	latest	Scaffold	Major	Full	2018-02-21	PRJEB24872	URMITE	GCA_900289035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/289/035/GCF_900289035.1_PRJEB24872	na	na	na	haploid	archaea	2124480	2123874	27.500000	0	106	112	NCBI RefSeq	GCF_900289035.1-RS_2024_10_23	2024-10-23	2072	1990	39	na
GCF_902384065.1	PRJNA224116	SAMEA5851666	CABMAB000000000.1	na	66851	66851	Methanobrevibacter oralis	na	MGYG-HGUT-02162	latest	Contig	Major	Full	2019-08-15	UHGG_MGYG-HGUT-02162	EMG	GCA_902384065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/384/065/GCF_902384065.1_UHGG_MGYG-HGUT-02162	na	na	na	haploid	archaea	2083511	2083511	28.000000	0	60	60	NCBI RefSeq	GCF_902384065.1-RS_2024_10_23	2024-10-23	2190	1899	40	na
GCF_912073625.1	PRJNA224116	SAMEA9459756	CAJVUI000000000.1	reference genome	66851	66851	Methanobrevibacter oralis	strain=YH	na	latest	Contig	Major	Full	2021-08-12	PRJEB46774	IHU - Mediterranee Infection	GCA_912073625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/912/073/625/GCF_912073625.1_PRJEB46774	na	na	na	haploid	archaea	1953936	1953936	28.000000	0	14	14	NCBI RefSeq	GCF_912073625.1-RS_2025_04_28	2025-04-28	1943	1876	40	na
GCF_015062935.1	PRJNA224116	SAMN11294305	SUTM00000000.1	na	66852	66852	Methanobrevibacter sp.	na	SIG20	latest	Scaffold	Major	Full	2020-10-28	ASM1506293v1	University of California, Santa Barbara	GCA_015062935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/062/935/GCF_015062935.1_ASM1506293v1	derived from metagenome	na	na	haploid	archaea	2499435	2499225	34.000000	0	44	56	NCBI RefSeq	GCF_015062935.1-RS_2024_07_19	2024-07-19	2416	2361	35	na
GCF_015062985.1	PRJNA224116	SAMN11294301	SUTI00000000.1	na	66852	66852	Methanobrevibacter sp.	na	SIG16	latest	Scaffold	Major	Full	2020-10-28	ASM1506298v1	University of California, Santa Barbara	GCA_015062985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/062/985/GCF_015062985.1_ASM1506298v1	derived from metagenome	na	na	haploid	archaea	1866734	1866258	35.000000	0	44	63	NCBI RefSeq	GCF_015062985.1-RS_2024_07_15	2024-07-15	1963	1920	18	na
GCF_016298175.1	PRJNA224116	SAMN16927148	JAEDCH000000000.1	na	66852	66852	Methanobrevibacter sp.	na	MAG001	latest	Contig	Major	Full	2020-12-22	ASM1629817v1	Tibet Agricultural and Animal Husbandry College	GCA_016298175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/298/175/GCF_016298175.1_ASM1629817v1	derived from metagenome	na	na	haploid	archaea	1516699	1516699	31.000000	0	63	63	NCBI RefSeq	GCF_016298175.1-RS_2024_10_23	2024-10-23	1606	1557	36	na
GCF_017406825.1	PRJNA224116	SAMN16342714	JAFQXT000000000.1	na	66852	66852	Methanobrevibacter sp.	na	RGIG2247	latest	Contig	Major	Full	2021-03-18	ASM1740682v1	Nanjing Agricultural University	GCA_017406825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/406/825/GCF_017406825.1_ASM1740682v1	derived from metagenome	na	na	haploid	archaea	1717510	1717510	37.000000	0	54	54	NCBI RefSeq	GCF_017406825.1-RS_2024_07_17	2024-07-17	1902	1846	42	na
